production_companies_list,faturamento_total,faturamento_media,faturamento_menor,faturamento_maior,count,budget_total,budget_media,budget_menor,budget_maior
The Mark Gordon Company,3352663527,197215501.5882353,3566225,791217826,17,999900000,58817647.058823526,1500000,200000000
Marc Platt Productions,3343420757,139309198.20833334,45431,569244557,24,1408500000,58687500.0,2000000,250000000
NPV Entertainment,3255192816,135633034.0,5108820,738599701,24,1461000000,60875000.0,10000000,150000000
EuropaCorp,3249901425,70650030.97826087,1297401,458863600,46,1376657179,29927329.97826087,1100000,177200000
21 Laps Entertainment,3230366735,153826987.3809524,1122066,574480841,21,1181200000,56247619.047619045,2500000,150000000
Tribeca Productions,3173763179,176320176.6111111,389866,903992901,18,1123000000,62388888.88888889,6000000,159000000
Bad Hat Harry Productions,3170722318,317072231.8,8863193,747862775,10,1333000000,133300000.0,6000000,270000000
Marvel Entertainment,3168346029,452620861.28571427,37962774,856085151,7,855000000,122142857.14285715,37000000,215000000
Fuji Television Network,3161704133,263475344.41666666,13299749,788680968,12,669520000,55793333.333333336,1000000,160000000
Hollywood Pictures,3126293939,67962911.7173913,1631839,672806292,46,1526200000,33178260.86956522,7000000,90000000
Plan B Entertainment,3111295887,124451835.48,3727746,531865000,25,1205500000,48220000.0,2000000,200000000
Castle Rock Entertainment,3102291286,70506620.13636364,676698,310634054,44,1591200000,36163636.36363637,2500000,165000000
MRC,3047296599,132491156.47826087,4700000,549368315,23,991700000,43117391.30434783,5000000,115000000
Kevin Feige Productions,3038205367,759551341.75,476071180,955775804,4,900000000,225000000.0,200000000,250000000
The Saul Zaentz Company,2977965854,595593170.8,9448082,1118888979,5,334000000,66800000.0,18000000,94000000
Fox Searchlight Pictures,2974439301,40195125.68918919,46495,329398046,74,884451173,11952042.878378378,100000,40000000
TOHO,2964489258,95628685.74193548,346300,503063688,31,942224704,30394345.29032258,12000,170000000
Tencent Pictures,2952338936,328037659.5555556,9420546,856085151,9,981000000,109000000.0,25000000,185000000
Parkes+MacDonald Image Nation,2907351156,242279263.0,5642478,624026776,12,998000000,83166666.66666667,20000000,225000000
Huayi Brothers Pictures,2859743938,105916442.14814815,9420546,461421559,27,1125000000,41666666.666666664,2000000,160000000
Lin Pictures,2858395466,317599496.2222222,32406507,746846894,9,658500000,73166666.66666667,18500000,175000000
Red Wagon Entertainment,2849262613,178078913.3125,2300000,465361176,16,1252000000,78250000.0,15000000,133000000
Dune Entertainment III,2822189732,134389987.23809522,3982459,482860185,21,917500000,43690476.190476194,3000000,130000000
Platinum Dunes,2754312767,137715638.35,1017401,485004754,20,561500000,28075000.0,3000000,135000000
Playtone,2740165374,171260335.875,1412181,609841637,16,861000000,53812500.0,5000000,165000000
Millennium Media,2727838446,49597062.654545456,84967,314975955,55,1803167008,32784854.69090909,4667008,100000000
Participant,2704989466,67624736.65,712229,319700000,40,1056900000,26422500.0,1000000,110000000
Lakeshore Entertainment,2694938767,69100994.02564102,1784763,321682600,39,1234000000,31641025.64102564,10000000,70000000
Film4 Productions,2640331870,33421922.40506329,22777,378410542,79,979054441,12393094.189873418,300000,65000000
Marvel Enterprises,2610171309,290019034.3333333,1123136,821708551,9,800000000,88888888.8888889,5000000,200000000
Bron Studios,2511485493,83716183.1,22777,1074458282,30,922100000,30736666.666666668,4000000,125000000
Carolco Pictures,2504116597,108874634.6521739,7237794,520000000,23,864500000,37586956.52173913,3000000,102000000
Weed Road Pictures,2492115011,191701154.69230768,10539000,629443428,13,998000000,76769230.76923077,12000000,175000000
Atomic Monster,2490044897,207503741.41666666,34891791,365582797,12,276900000,23075000.0,4900000,40000000
Animal Logic,2489342693,248934269.3,126546518,469160692,10,814000000,81400000.0,45000000,130000000
Blinding Edge Pictures,2481568162,206797346.83333334,54708659,408247917,12,689000000,57416666.666666664,5000000,150000000
Michael De Luca Productions,2460665291,136703627.2777778,2053469,571006128,18,909500000,50527777.777777776,8500000,110000000
ImageMovers,2451966045,188612772.69230768,12780692,429632142,13,1212000000,93230769.23076923,31000000,200000000
TC Productions,2430006404,486001280.8,162146076,791657398,5,734000000,146800000.0,60000000,291000000
Apatow Productions,2345140506,101962630.69565217,9496130,288383523,23,819000000,35608695.652173914,5000000,75000000
Ciné+,2336132575,50785490.76086956,31081,458863600,46,911529583,19815860.5,1300000,60000000
Alcon Entertainment,2312805498,85659462.8888889,3396345,309208309,27,1139000000,42185185.18518519,1000000,150000000
Jerry Weintraub Productions,2287343972,190611997.66666666,14594226,450717150,12,756000000,63000000.0,8000000,180000000
Mosaic Media Group,2260714341,125595241.16666667,8329799,275650703,18,1049500000,58305555.55555555,20000000,100000000
Epsilon Motion Pictures,2257544060,57885745.12820513,1117920,487287646,39,1703519896,43679997.333333336,385373,110000000
Escape Artists,2255997419,118736706.26315789,12482775,307077295,19,905500000,47657894.7368421,20000000,100000000
Radar Pictures,2242336632,149489108.8,1017401,995339117,15,653000000,43533333.333333336,5000000,140000000
Flynn Picture Company,2232234734,248026081.55555555,178143,473990832,9,1085645000,120627222.22222222,1645000,200000000
Beijing Enlight Pictures,2126761762,354460293.6666667,6177725,742500000,6,210251653,35041942.166666664,4531653,80000000
Appian Way,2112060499,162466192.23076922,15400000,532950503,13,904500000,69576923.07692307,12500000,135000000
Mirage Enterprises,2091818605,99610409.76190476,46495,270248367,21,615500000,29309523.80952381,5500000,80000000
FilmNation Entertainment,2072488801,48197413.97674418,1710528,414211549,43,957579734,22269296.139534883,1000000,75000000
Walt Disney Productions,2059365139,66431133.51612903,1600000,267447150,31,233763423,7540755.580645162,812000,25000000
Orion Pictures,2059291184,36127915.508771926,14000,272742922,57,754500000,13236842.105263159,3000000,58000000
Shanghai Film Group,2032226565,119542739.11764705,154120,403449830,17,834056578,49062151.64705882,4000000,145000000
Warner Bros. Pictures Animation,2032107982,203210798.2,28588425,469160692,10,839000000,83900000.0,50000000,150000000
Second Mate Productions,2026659812,1013329906.0,961000000,1065659812,2,500000000,250000000.0,200000000,300000000
BBC Film,2005959590,38576145.961538464,30638,274703340,52,974314832,18736823.692307692,745971,115000000
Maverick Films,1986019414,283717059.14285713,28818995,709827462,7,254000000,36285714.28571428,20000000,68000000
Stillking Films,1968025858,178911441.63636363,3601974,599045960,11,907200000,82472727.27272727,7000000,225000000
Morgan Creek,1958395447,48959886.175,251495,390493908,40,1359200000,33980000.0,6000000,85000000
Annapurna Pictures,1929550316,77182012.64,180851,440603537,25,914000000,36560000.0,6000000,155000000
Davis Films,1916548257,70983268.77777778,540482,312242626,27,959374948,35532405.481481485,5600000,95000000
Phoenix Pictures,1892356278,67584152.78571428,6682098,329398046,28,1073200000,38328571.428571425,8200000,135000000
Alphaville Films,1878669907,156555825.58333334,2122561,443280904,12,625000000,52083333.333333336,6000000,145000000
Hemisphere Media Capital,1877319905,469329976.25,347434178,624026776,4,660000000,165000000.0,105000000,225000000
Big Screen Productions,1876832316,187683231.6,22456509,482860185,10,639500000,63950000.0,8500000,110000000
De Line Pictures,1866751557,169704687.0,69631118,607274134,11,855000000,77727272.72727273,19000000,200000000
Team Todd,1843641167,167603742.45454547,123820,1025467110,11,649100000,59009090.90909091,4500000,200000000
Stage 6 Films,1828604651,49421747.324324325,1215691,203388186,37,469854945,12698782.297297297,1000000,61000000
Intermedia Films,1819485026,79108044.60869566,3000000,435000000,23,1267032673,55088377.08695652,532673,200000000
Green Hat Films,1818822425,303137070.8333333,86234523,586764305,6,335000000,55833333.333333336,12000000,103000000
Rideback,1818029727,454507431.75,91000000,1054304000,4,518800000,129700000.0,79000000,183000000
Lord Miller,1812991051,258998721.57142857,32000000,683241751,7,517500000,73928571.42857143,32500000,100000000
Bluegrass Films,1809098448,164463495.27272728,5218973,549368315,11,667000000,60636363.63636363,5000000,209000000
Saturn Films,1804852886,90242644.3,431020,459242249,20,1061000000,53050000.0,5000000,150000000
Imprint Entertainment,1802088188,360417637.6,5728,709827462,5,169000000,33800000.0,5000000,68000000
BenderSpink,1792604812,119506987.46666667,103971,362000072,15,595500000,39700000.0,13000000,103000000
Perfect Storm Entertainment,1774410977,591470325.6666666,343471816,726229501,3,725000000,241666666.66666666,185000000,340000000
Gary Sanchez Productions,1760376973,110023560.8125,245000,242786137,16,748079000,46754937.5,79000,100000000
Nintendo,1751430470,437857617.5,68411275,1355725263,4,176000000,44000000.0,16000000,100000000
MTV Films,1729828178,64067710.2962963,245000,226349749,27,573779000,21251074.074074075,79000,82000000
STX Films,1718336800,57277893.333333336,1015760,183936074,30,884400000,29480000.0,2000000,90000000
American Zoetrope,1714639016,51958758.06060606,88273,215862692,33,698954000,21180424.242424242,777000,100000000
3 Arts Entertainment,1708310404,89911073.89473684,3566225,370541256,19,1028900000,54152631.578947365,1500000,178000000
Gracie Films,1695407467,130415959.0,1040879,527068851,13,549000000,42230769.23076923,7000000,120000000
Marv Films,1694857193,141238099.41666666,10329747,414351546,12,627800000,52316666.666666664,6500000,120000000
LuckyChap Entertainment,1687857116,562619038.6666666,53939297,1428545028,3,231000000,77000000.0,11000000,145000000
Section Eight,1684019202,112267946.8,285000,450717150,15,629200000,41946666.666666664,6000000,110000000
Robert Simonds Productions,1675418808,88179937.26315789,13127022,190212113,19,647000000,34052631.578947365,8000000,85000000
Mace Neufeld Productions,1664784687,128060360.53846154,12923936,215887717,13,650600000,50046153.84615385,2800000,130000000
Forward Pass,1660894610,184543845.55555555,17752940,629443428,9,892000000,99111111.1111111,60000000,150000000
Bona Film Group,1658400060,138200005.0,6177725,579220560,12,599846000,49987166.666666664,8000000,95000000
Infinitum Nihil,1657878154,236839736.2857143,24000000,795922298,7,923000000,131857142.85714285,45000000,230000000
Nimar Studios,1654368961,275728160.1666667,25303038,497409852,6,587000000,97833333.33333333,65000000,175000000
Nu Image,1645619489,58772124.60714286,120000,314975955,28,1076000000,38428571.428571425,7000000,100000000
The Montecito Picture Company,1643898005,96699882.64705883,6414729,229147509,17,673700000,39629411.76470588,14000000,144000000
Lions Gate Films,1621394780,52303057.41935484,206871,552639571,31,675250000,21782258.06451613,1500000,125000000
Icon Productions,1600500414,160050041.4,337174,611899420,10,469000000,46900000.0,8000000,90000000
Mutual Film Company,1599503748,114250267.71428572,1900000,481840909,14,957000000,68357142.85714285,12000000,115000000
Bedford Falls Productions,1594964474,199370559.25,89519773,456758981,8,498000000,62250000.0,25000000,140000000
Joint Effort,1594581671,531527223.6666667,86234523,1074458282,3,131000000,43666666.666666664,36000000,55000000
Silver Screen Partners IV,1585700742,158570074.2,23562716,463406268,10,259331000,25933100.0,14000000,42000000
Atmosphere Entertainment MM,1581074071,175674896.7777778,47074133,456082343,9,504000000,56000000.0,15000000,110000000
Brandywine Productions,1561986008,195248251.0,104931801,403354469,8,486500000,60812500.0,11000000,130000000
Revolution Sun Studios,1547418132,257903022.0,105316267,419665568,6,634000000,105666666.66666667,66000000,225000000
Solana Films,1544410444,118800803.38461539,7556,207039844,13,68215000,5247307.692307692,215000,16000000
